i,t,rho,beta,power,flux,s_Fuel,s_Precursors,s_Absorber,s_Water
1590,79.49999999999763,9.745836407980093e-09,0.00811770672822576,6.545336078573813,7.801326999963139e-13,212.76595744626624,1.704299509317285e-14,1107.0483864642276,55555.555555555555
1600,79.9999999999976,9.745708449240038e-09,0.008117706728226018,6.545336110468501,7.801327037978129e-13,212.76595744626283,1.7042995176221728e-14,1107.0483864642276,55555.555555555555
1610,80.49999999999757,9.745579260897157e-09,0.008117706728226284,6.545336142362751,7.801327075992599e-13,212.76595744625942,1.7042995259269483e-14,1107.0483864642276,55555.555555555555
1620,80.99999999999754,9.74544444226089e-09,0.008117706728226549,6.545336174256578,7.801327114006562e-13,212.765957446256,1.7042995342316127e-14,1107.0483864642276,55555.555555555555
1630,81.49999999999751,9.74531457440344e-09,0.008117706728226813,6.545336206149971,7.80132715202001e-13,212.7659574462526,1.7042995425361644e-14,1107.0483864642276,55555.555555555555
1640,81.99999999999748,9.745183315153098e-09,0.00811770672822708,6.545336238042935,7.801327190032947e-13,212.7659574462492,1.704299550840605e-14,1107.0483864642276,55555.555555555555
1650,82.49999999999746,9.74505273542306e-09,0.008117706728227342,6.545336269935471,7.801327228045372e-13,212.76595744624578,1.7042995591449328e-14,1107.0483864642276,55555.555555555555
1660,82.99999999999743,9.744916751905898e-09,0.00811770672822761,6.545336301827573,7.801327266057281e-13,212.76595744624237,1.704299567449149e-14,1107.0483864642276,55555.555555555555
1670,83.4999999999974,9.744787595932504e-09,0.008117706728227873,6.545336333719249,7.801327304068682e-13,212.76595744623896,1.7042995757532534e-14,1107.0483864642276,55555.555555555555
1680,83.99999999999737,9.744657177998316e-09,0.008117706728228136,6.545336365610493,7.801327342079567e-13,212.76595744623555,1.704299584057245e-14,1107.0483864642276,55555.555555555555
1690,84.49999999999734,9.744525336313257e-09,0.0081177067282284,6.545336397501306,7.80132738008994e-13,212.76595744623214,1.7042995923611253e-14,1107.0483864642276,55555.555555555555
1700,84.99999999999731,9.744394238864528e-09,0.008117706728228665,6.54533642939169,7.8013274180998e-13,212.76595744622873,1.7042996006648932e-14,1107.0483864642276,55555.555555555555
1710,85.49999999999729,9.744261750022965e-09,0.00811770672822893,6.545336461281645,7.801327456109149e-13,212.76595744622531,1.7042996089685498e-14,1107.0483864642276,55555.555555555555
1720,85.99999999999726,9.744132011614799e-09,0.008117706728229196,6.545336493171171,7.801327494117989e-13,212.7659574462219,1.7042996172720946e-14,1107.0483864642276,55555.555555555555
1730,86.49999999999723,9.743998875616745e-09,0.00811770672822946,6.545336525060265,7.801327532126312e-13,212.7659574462185,1.704299625575527e-14,1107.0483864642276,55555.555555555555
1740,86.9999999999972,9.743866386780962e-09,0.008117706728229722,6.545336556948932,7.801327570134126e-13,212.76595744621508,1.704299633878848e-14,1107.0483864642276,55555.555555555555
1750,87.49999999999717,9.743738945797739e-09,0.00811770672822999,6.545336588837163,7.80132760814142e-13,212.76595744621167,1.704299642182056e-14,1107.0483864642276,55555.555555555555
1760,87.99999999999714,9.743605842163478e-09,0.008117706728230251,6.54533662072497,7.801327646148209e-13,212.76595744620826,1.7042996504851525e-14,1107.0483864642276,55555.555555555555
1770,88.49999999999712,9.743475553678591e-09,0.008117706728230518,6.545336652612344,7.801327684154484e-13,212.76595744620485,1.7042996587881373e-14,1107.0483864642276,55555.555555555555
1780,88.99999999999709,9.743343970874963e-09,0.008117706728230782,6.545336684499287,7.801327722160243e-13,212.76595744620144,1.7042996670910097e-14,1107.0483864642276,55555.555555555555
1790,89.49999999999706,9.74321300287556e-09,0.008117706728231047,6.545336716385804,7.801327760165495e-13,212.76595744619803,1.7042996753937707e-14,1107.0483864642276,55555.555555555555
1800,89.99999999999703,9.743078734360446e-09,0.008117706728231313,6.545336748271886,7.801327798170228e-13,212.76595744619462,1.704299683696419e-14,1107.0483864642276,55555.555555555555
1810,90.499999999997,9.742949093043535e-09,0.008117706728231571,6.545336780157545,7.801327836174457e-13,212.7659574461912,1.704299691998956e-14,1107.0483864642276,55555.555555555555
1820,90.99999999999697,9.74281831919799e-09,0.00811770672823184,6.545336812042768,7.801327874178167e-13,212.7659574461878,1.7042997003013808e-14,1107.0483864642276,55555.555555555555
1830,91.49999999999694,9.742686121601674e-09,0.008117706728232107,6.545336843927561,7.801327912181365e-13,212.7659574461844,1.704299708603694e-14,1107.0483864642276,55555.555555555555
1840,91.99999999999692,9.742554603525604e-09,0.008117706728232369,6.545336875811928,7.801327950184053e-13,212.76595744618098,1.7042997169058946e-14,1107.0483864642276,55555.555555555555
1850,92.49999999999689,9.742421726414818e-09,0.008117706728232636,6.545336907695863,7.801327988186227e-13,212.76595744617757,1.7042997252079842e-14,1107.0483864642276,55555.555555555555
1860,92.99999999999686,9.742289561182298e-09,0.0081177067282329,6.545336939579369,7.80132802618789e-13,212.76595744617416,1.704299733509961e-14,1107.0483864642276,55555.555555555555
1870,93.49999999999683,9.742160243457019e-09,0.008117706728233165,6.545336971462442,7.801328064189037e-13,212.76595744617075,1.704299741811826e-14,1107.0483864642276,55555.555555555555
1880,93.9999999999968,9.74202739871003e-09,0.008117706728233427,6.545337003345089,7.801328102189676e-13,212.76595744616733,1.704299750113579e-14,1107.0483864642276,55555.555555555555
1890,94.49999999999677,9.74189956945724e-09,0.008117706728233693,6.5453370352273,7.801328140189797e-13,212.76595744616392,1.7042997584152197e-14,1107.0483864642276,55555.555555555555
1900,94.99999999999675,9.741766109911821e-09,0.008117706728233956,6.545337067109086,7.801328178189409e-13,212.7659574461605,1.7042997667167488e-14,1107.0483864642276,55555.555555555555
1910,95.49999999999672,9.74163543315757e-09,0.008117706728234218,6.545337098990442,7.801328216188509e-13,212.7659574461571,1.7042997750181656e-14,1107.0483864642276,55555.555555555555
1920,95.99999999999669,9.741501423529782e-09,0.008117706728234489,6.545337130871365,7.801328254187094e-13,212.7659574461537,1.704299783319471e-14,1107.0483864642276,55555.555555555555
1930,96.49999999999666,9.741370099619091e-09,0.00811770672823475,6.545337162751861,7.80132829218517e-13,212.76595744615028,1.704299791620664e-14,1107.0483864642276,55555.555555555555
1940,96.99999999999663,9.741237449031758e-09,0.008117706728235018,6.5453371946319265,7.801328330182731e-13,212.76595744614687,1.704299799921746e-14,1107.0483864642276,55555.555555555555
1950,97.4999999999966,9.741109490358326e-09,0.008117706728235276,6.545337226511565,7.801328368179785e-13,212.76595744614346,1.704299808222716e-14,1107.0483864642276,55555.555555555555
1960,97.99999999999658,9.740978328243456e-09,0.008117706728235544,6.545337258390768,7.801328406176321e-13,212.76595744614005,1.704299816523573e-14,1107.0483864642276,55555.555555555555
1970,98.49999999999655,9.740845742377913e-09,0.008117706728235807,6.545337290269545,7.801328444172346e-13,212.76595744613664,1.7042998248243185e-14,1107.0483864642276,55555.555555555555
1980,98.99999999999652,9.740715906945422e-09,0.008117706728236071,6.5453373221478905,7.801328482167859e-13,212.76595744613323,1.7042998331249518e-14,1107.0483864642276,55555.555555555555
1990,99.49999999999649,9.740580603010638e-09,0.00811770672823634,6.545337354025806,7.801328520162858e-13,212.76595744612982,1.704299841425474e-14,1107.0483864642276,55555.555555555555
2000,99.99999999999646,9.740450120421722e-09,0.008117706728236602,6.545337385903292,7.801328558157347e-13,212.7659574461264,1.7042998497258834e-14,1107.0483864642276,55555.555555555555
2010,100.49999999999643,9.740316304959417e-09,0.008117706728236867,6.545337417780346,7.801328596151319e-13,212.765957446123,1.704299858026181e-14,1107.0483864642276,55555.555555555555
2020,100.9999999999964,9.740189252323666e-09,0.00811770672823713,6.545337449656975,7.801328634144785e-13,212.7659574461196,1.704299866326367e-14,1107.0483864642276,55555.555555555555
2030,101.49999999999638,9.740056828259744e-09,0.008117706728237396,6.54533748153317,7.801328672137734e-13,212.76595744611618,1.704299874626441e-14,1107.0483864642276,55555.555555555555
2040,101.99999999999635,9.739925018999979e-09,0.008117706728237658,6.545337513408937,7.801328710130174e-13,212.76595744611276,1.704299882926403e-14,1107.0483864642276,55555.555555555555
2050,102.49999999999632,9.739793921618404e-09,0.008117706728237924,6.545337545284275,7.801328748122101e-13,212.76595744610935,1.7042998912262532e-14,1107.0483864642276,55555.555555555555
2060,102.99999999999629,9.739661529918272e-09,0.00811770672823819,6.54533757715918,7.801328786113513e-13,212.76595744610594,1.7042998995259917e-14,1107.0483864642276,55555.555555555555
2070,103.49999999999626,9.739533959563817e-09,0.008117706728238454,6.545337609033656,7.801328824104414e-13,212.76595744610253,1.7042999078256174e-14,1107.0483864642276,55555.555555555555
2080,103.99999999999623,9.739396875955846e-09,0.008117706728238723,6.545337640907699,7.801328862094798e-13,212.76595744609912,1.7042999161251312e-14,1107.0483864642276,55555.555555555555
2090,104.4999999999962,9.739268626086959e-09,0.008117706728238982,6.545337672781318,7.801328900084676e-13,212.7659574460957,1.7042999244245333e-14,1107.0483864642276,55555.555555555555
2100,104.99999999999618,9.739137043344808e-09,0.008117706728239249,6.545337704654503,7.801328938074037e-13,212.7659574460923,1.7042999327238233e-14,1107.0483864642276,55555.555555555555
2110,105.49999999999615,9.739006107764793e-09,0.008117706728239513,6.5453377365272605,7.801328976062889e-13,212.7659574460889,1.704299941023002e-14,1107.0483864642276,55555.555555555555
2120,105.99999999999612,9.738877922617627e-09,0.008117706728239775,6.5453377683995875,7.801329014051229e-13,212.76595744608548,1.704299949322068e-14,1107.0483864642276,55555.555555555555
2130,106.49999999999609,9.738742198055832e-09,0.008117706728240042,6.5453378002714855,7.801329052039056e-13,212.76595744608207,1.704299957621023e-14,1107.0483864642276,55555.555555555555
2140,106.99999999999606,9.73861330103624e-09,0.008117706728240302,6.5453378321429545,7.801329090026372e-13,212.76595744607866,1.7042999659198655e-14,1107.0483864642276,55555.555555555555
2150,107.49999999999604,9.738479129662844e-09,0.00811770672824057,6.545337864013989,7.801329128013171e-13,212.76595744607525,1.704299974218596e-14,1107.0483864642276,55555.555555555555
2160,107.999999999996,9.738347546932212e-09,0.008117706728240835,6.5453378958845985,7.801329165999462e-13,212.76595744607184,1.7042999825172146e-14,1107.0483864642276,55555.555555555555
2170,108.49999999999598,9.738218876424422e-09,0.008117706728241098,6.545337927754774,7.801329203985237e-13,212.76595744606843,1.7042999908157212e-14,1107.0483864642276,55555.555555555555
2180,108.99999999999595,9.738084705056825e-09,0.008117706728241365,6.5453379596245185,7.801329241970499e-13,212.76595744606502,1.704299999114116e-14,1107.0483864642276,55555.555555555555
2190,109.49999999999592,9.737955452108673e-09,0.00811770672824163,6.545337991493832,7.801329279955245e-13,212.7659574460616,1.7043000074123976e-14,1107.0483864642276,55555.555555555555
2200,109.9999999999959,9.737820601226737e-09,0.008117706728241893,6.545338023362719,7.801329317939484e-13,212.7659574460582,1.7043000157105677e-14,1107.0483864642276,55555.555555555555
2210,110.49999999999586,9.737692577886763e-09,0.008117706728242156,6.545338055231178,7.801329355923213e-13,212.76595744605478,1.704300024008627e-14,1107.0483864642276,55555.555555555555
2220,110.99999999999584,9.737559247835146e-09,0.008117706728242425,6.545338087099203,7.801329393906424e-13,212.76595744605137,1.7043000323065736e-14,1107.0483864642276,55555.555555555555
2230,111.49999999999581,9.737428506426195e-09,0.008117706728242685,6.545338118966803,7.801329431889129e-13,212.76595744604796,1.7043000406044087e-14,1107.0483864642276,55555.555555555555
2240,111.99999999999578,9.737296470698796e-09,0.00811770672824295,6.54533815083397,7.801329469871318e-13,212.76595744604455,1.7043000489021317e-14,1107.0483864642276,55555.555555555555
2250,112.49999999999575,9.7371650821335e-09,0.008117706728243215,6.54533818270071,7.801329507852997e-13,212.76595744604114,1.704300057199743e-14,1107.0483864642276,55555.555555555555
2260,112.99999999999572,9.737036508716884e-09,0.008117706728243478,6.5453382145670185,7.801329545834163e-13,212.76595744603773,1.7043000654972424e-14,1107.0483864642276,55555.555555555555
2270,113.4999999999957,9.73690249915672e-09,0.008117706728243747,6.5453382464328955,7.801329583814814e-13,212.76595744603432,1.70430007379463e-14,1107.0483864642276,55555.555555555555
2280,113.99999999999567,9.736773278583745e-09,0.008117706728244007,6.5453382782983445,7.801329621794955e-13,212.7659574460309,1.7043000820919053e-14,1107.0483864642276,55555.555555555555
2290,114.49999999999564,9.736642828408358e-09,0.008117706728244274,6.54533831016336,7.801329659774579e-13,212.7659574460275,1.7043000903890683e-14,1107.0483864642276,55555.555555555555
2300,114.99999999999561,9.736508786495974e-09,0.008117706728244536,6.54533834202795,7.801329697753697e-13,212.7659574460241,1.7043000986861195e-14,1107.0483864642276,55555.555555555555
2310,115.49999999999558,9.736379792434785e-09,0.008117706728244802,6.545338373892105,7.801329735732295e-13,212.76595744602068,1.704300106983058e-14,1107.0483864642276,55555.555555555555
2320,115.99999999999555,9.736245103366108e-09,0.008117706728245066,6.545338405755834,7.801329773710387e-13,212.76595744601727,1.704300115279886e-14,1107.0483864642276,55555.555555555555
2330,116.49999999999552,9.73611737127103e-09,0.00811770672824533,6.545338437619133,7.801329811687966e-13,212.76595744601386,1.7043001235766015e-14,1107.0483864642276,55555.555555555555
2340,116.9999999999955,9.735982229194125e-09,0.008117706728245598,6.545338469481998,7.801329849665026e-13,212.76595744601045,1.7043001318732047e-14,1107.0483864642276,55555.555555555555
2350,117.49999999999547,9.735851746672224e-09,0.008117706728245862,6.545338501344436,7.80132988764158e-13,212.76595744600704,1.704300140169696e-14,1107.0483864642276,55555.555555555555
2360,117.99999999999544,9.735722170176441e-09,0.008117706728246127,6.545338533206443,7.801329925617617e-13,212.76595744600363,1.7043001484660753e-14,1107.0483864642276,55555.555555555555
2370,118.49999999999541,9.735591040498214e-09,0.008117706728246389,6.545338565068023,7.801329963593147e-13,212.76595744600021,1.7043001567623433e-14,1107.0483864642276,55555.555555555555
2380,118.99999999999538,9.735456480873176e-09,0.008117706728246653,6.545338596929174,7.801330001568164e-13,212.7659574459968,1.704300165058499e-14,1107.0483864642276,55555.555555555555
2390,119.49999999999535,9.735322697842253e-09,0.008117706728246918,6.545338628789892,7.801330039542668e-13,212.7659574459934,1.704300173354543e-14,1107.0483864642276,55555.555555555555
2400,119.99999999999532,9.735195807068662e-09,0.008117706728247182,6.545338660650183,7.80133007751666e-13,212.76595744598998,1.704300181650475e-14,1107.0483864642276,55555.555555555555
2410,120.4999999999953,9.735061409239466e-09,0.008117706728247449,6.5453386925100405,7.801330115490138e-13,212.76595744598657,1.7043001899462954e-14,1107.0483864642276,55555.555555555555
2420,120.99999999999527,9.734931768039131e-09,0.008117706728247711,6.545338724369471,7.801330153463105e-13,212.76595744598316,1.7043001982420034e-14,1107.0483864642276,55555.555555555555
2430,121.49999999999524,9.734803032864878e-09,0.008117706728247978,6.545338756228467,7.801330191435554e-13,212.76595744597975,1.704300206537599e-14,1107.0483864642276,55555.555555555555
2440,121.99999999999521,9.734668570325459e-09,0.008117706728248242,6.545338788087037,7.801330229407497e-13,212.76595744597634,1.7043002148330833e-14,1107.0483864642276,55555.555555555555
2450,122.49999999999518,9.73453909092088e-09,0.008117706728248505,6.545338819945176,7.801330267378925e-13,212.76595744597293,1.704300223128455e-14,1107.0483864642276,55555.555555555555
2460,122.99999999999515,9.734404078299242e-09,0.008117706728248773,6.545338851802884,7.801330305349841e-13,212.76595744596952,1.7043002314237158e-14,1107.0483864642276,55555.555555555555
2470,123.49999999999513,9.734275990292721e-09,0.008117706728249035,6.545338883660165,7.801330343320245e-13,212.7659574459661,1.7043002397188637e-14,1107.0483864642276,55555.555555555555
2480,123.9999999999951,9.73414249850121e-09,0.008117706728249302,6.54533891551701,7.801330381290132e-13,212.7659574459627,1.7043002480138996e-14,1107.0483864642276,55555.555555555555
2490,124.49999999999507,9.73401169242606e-09,0.008117706728249567,6.54533894737343,7.801330419259511e-13,212.7659574459593,1.7043002563088234e-14,1107.0483864642276,55555.555555555555
2500,124.99999999999504,9.733881630586937e-09,0.00811770672824983,6.545338979229418,7.801330457228375e-13,212.76595744595588,1.704300264603636e-14,1107.0483864642276,55555.555555555555
2510,125.49999999999501,9.733748074085198e-09,0.008117706728250093,6.5453390110849785,7.801330495196731e-13,212.76595744595247,1.7043002728983363e-14,1107.0483864642276,55555.555555555555
2520,125.99999999999498,9.733619403644102e-09,0.008117706728250356,6.545339042940107,7.801330533164571e-13,212.76595744594906,1.7043002811929244e-14,1107.0483864642276,55555.555555555555
2530,126.49999999999496,9.733487335614427e-09,0.008117706728250624,6.545339074794806,7.801330571131899e-13,212.76595744594565,1.704300289487401e-14,1107.0483864642276,55555.555555555555
2540,126.99999999999493,9.733353876192488e-09,0.008117706728250887,6.545339106649075,7.801330609098715e-13,212.76595744594223,1.7043002977817652e-14,1107.0483864642276,55555.555555555555
2550,127.4999999999949,9.733223296634864e-09,0.008117706728251153,6.545339138502913,7.801330647065017e-13,212.76595744593882,1.704300306076018e-14,1107.0483864642276,55555.555555555555
2560,127.99999999999487,9.733089157698702e-09,0.008117706728251418,6.545339170356323,7.801330685030809e-13,212.7659574459354,1.7043003143701583e-14,1107.0483864642276,55555.555555555555
2570,128.49999999999497,9.732964111363578e-09,0.008117706728251682,6.5453392022093,7.801330722996085e-13,212.765957445932,1.7043003226641866e-14,1107.0483864642276,55555.555555555555
2580,128.99999999999508,9.732829357629192e-09,0.008117706728251945,6.54533923406185,7.801330760960852e-13,212.7659574459286,1.7043003309581032e-14,1107.0483864642276,55555.555555555555
2590,129.4999999999952,9.732699489955296e-09,0.008117706728252209,6.545339265913969,7.801330798925105e-13,212.76595744592518,1.704300339251908e-14,1107.0483864642276,55555.555555555555
2600,129.9999999999953,9.73256415378073e-09,0.008117706728252476,6.545339297765658,7.801330836888845e-13,212.76595744592177,1.7043003475456005e-14,1107.0483864642276,55555.555555555555
2610,130.49999999999542,9.732435742220815e-09,0.00811770672825274,6.545339329616915,7.801330874852071e-13,212.76595744591836,1.7043003558391807e-14,1107.0483864642276,55555.555555555555
2620,130.99999999999554,9.732303868356455e-09,0.008117706728253005,6.545339361467745,7.801330912814788e-13,212.76595744591495,1.7043003641326496e-14,1107.0483864642276,55555.555555555555
2630,131.49999999999565,9.73217050602588e-09,0.008117706728253267,6.545339393318147,7.801330950776995e-13,212.76595744591154,1.7043003724260068e-14,1107.0483864642276,55555.555555555555
2640,131.99999999999577,9.732044262457859e-09,0.008117706728253534,6.545339425168114,7.801330988738684e-13,212.76595744590813,1.704300380719252e-14,1107.0483864642276,55555.555555555555
2650,132.49999999999588,9.731910285329074e-09,0.008117706728253796,6.545339457017658,7.801331026699866e-13,212.76595744590472,1.7043003890123857e-14,1107.0483864642276,55555.555555555555
2660,132.999999999996,9.731777149510302e-09,0.008117706728254064,6.545339488866765,7.80133106466053e-13,212.7659574459013,1.704300397305406e-14,1107.0483864642276,55555.555555555555
2670,133.4999999999961,9.731644596137503e-09,0.008117706728254329,6.545339520715447,7.801331102620686e-13,212.7659574458979,1.7043004055983156e-14,1107.0483864642276,55555.555555555555
2680,133.99999999999622,9.73151699354096e-09,0.00811770672825459,6.545339552563696,7.801331140580329e-13,212.7659574458945,1.7043004138911124e-14,1107.0483864642276,55555.555555555555
2690,134.49999999999633,9.731383922443969e-09,0.008117706728254856,6.545339584411515,7.801331178539455e-13,212.76595744589108,1.7043004221837978e-14,1107.0483864642276,55555.555555555555
2700,134.99999999999645,9.73124936288082e-09,0.00811770672825512,6.545339616258906,7.801331216498074e-13,212.76595744588766,1.7043004304763708e-14,1107.0483864642276,55555.555555555555
2710,135.49999999999656,9.731121922079995e-09,0.008117706728255385,6.545339648105863,7.801331254456174e-13,212.76595744588425,1.7043004387688318e-14,1107.0483864642276,55555.555555555555
2720,135.99999999999667,9.730986747718683e-09,0.008117706728255649,6.545339679952395,7.801331292413768e-13,212.76595744588084,1.704300447061181e-14,1107.0483864642276,55555.555555555555
2730,136.4999999999968,9.730858595045622e-09,0.008117706728255914,6.545339711798492,7.801331330370845e-13,212.76595744587743,1.704300455353418e-14,1107.0483864642276,55555.555555555555
2740,136.9999999999969,9.730725006230251e-09,0.008117706728256182,6.545339743644162,7.801331368327409e-13,212.76595744587402,1.704300463645543e-14,1107.0483864642276,55555.555555555555
2750,137.49999999999702,9.730596206400967e-09,0.008117706728256442,6.545339775489399,7.801331406283461e-13,212.7659574458706,1.7043004719375558e-14,1107.0483864642276,55555.555555555555
2760,137.99999999999713,9.730459867159376e-09,0.00811770672825671,6.545339807334207,7.801331444239e-13,212.7659574458672,1.704300480229457e-14,1107.0483864642276,55555.555555555555
2770,138.49999999999724,9.730330323099893e-09,0.008117706728256973,6.545339839178588,7.801331482194031e-13,212.7659574458638,1.7043004885212462e-14,1107.0483864642276,55555.555555555555
2780,138.99999999999736,9.730203658904366e-09,0.008117706728257238,6.545339871022537,7.801331520148546e-13,212.76595744586038,1.7043004968129238e-14,1107.0483864642276,55555.555555555555
2790,139.49999999999747,9.73006935822261e-09,0.0081177067282575,6.545339902866059,7.801331558102552e-13,212.76595744585697,1.7043005051044896e-14,1107.0483864642276,55555.555555555555
2800,139.99999999999758,9.729937807972822e-09,0.008117706728257765,6.545339934709149,7.801331596056044e-13,212.76595744585356,1.7043005133959434e-14,1107.0483864642276,55555.555555555555
2810,140.4999999999977,9.729807034316956e-09,0.008117706728258029,6.545339966551811,7.801331634009025e-13,212.76595744585015,1.7043005216872855e-14,1107.0483864642276,55555.555555555555
2820,140.9999999999978,9.729674804553e-09,0.008117706728258295,6.545339998394044,7.801331671961496e-13,212.76595744584674,1.7043005299785156e-14,1107.0483864642276,55555.555555555555
2830,141.49999999999793,9.729541280470983e-09,0.00811770672825856,6.545340030235844,7.801331709913451e-13,212.76595744584333,1.704300538269634e-14,1107.0483864642276,55555.555555555555
2840,141.99999999999804,9.729412577732845e-09,0.008117706728258824,6.5453400620772175,7.801331747864895e-13,212.76595744583992,1.70430054656064e-14,1107.0483864642276,55555.555555555555
2850,142.49999999999815,9.729282677750626e-09,0.00811770672825909,6.5453400939181545,7.801331785815821e-13,212.7659574458365,1.7043005548515338e-14,1107.0483864642276,55555.555555555555
2860,142.99999999999827,9.72914918603238e-09,0.008117706728259354,6.545340125758668,7.801331823766241e-13,212.7659574458331,1.704300563142316e-14,1107.0483864642276,55555.555555555555
2870,143.49999999999838,9.729018509461998e-09,0.008117706728259615,6.545340157598749,7.801331861716146e-13,212.76595744582968,1.7043005714329855e-14,1107.0483864642276,55555.555555555555
2880,143.9999999999985,9.728886473857571e-09,0.008117706728259884,6.5453401894384,7.801331899665539e-13,212.76595744582627,1.7043005797235444e-14,1107.0483864642276,55555.555555555555
2890,144.4999999999986,9.72875515013104e-09,0.008117706728260144,6.5453402212776215,7.80133193761442e-13,212.76595744582286,1.7043005880139904e-14,1107.0483864642276,55555.555555555555
2900,144.99999999999872,9.728622467370484e-09,0.008117706728260411,6.5453402531164135,7.801331975562788e-13,212.76595744581945,1.7043005963043246e-14,1107.0483864642276,55555.555555555555
2910,145.49999999999883,9.728494670669631e-09,0.008117706728260675,6.545340284954774,7.801332013510643e-13,212.76595744581604,1.704300604594547e-14,1107.0483864642276,55555.555555555555
2920,145.99999999999895,9.728361470184942e-09,0.008117706728260943,6.545340316792702,7.801332051457982e-13,212.76595744581263,1.7043006128846568e-14,1107.0483864642276,55555.555555555555
2930,146.49999999999906,9.728230890700035e-09,0.008117706728261204,6.545340348630204,7.801332089404814e-13,212.76595744580922,1.704300621174655e-14,1107.0483864642276,55555.555555555555
2940,146.99999999999918,9.728099081613115e-09,0.008117706728261469,6.545340380467274,7.80133212735113e-13,212.7659574458058,1.7043006294645412e-14,1107.0483864642276,55555.555555555555
2950,147.4999999999993,9.727967822614075e-09,0.008117706728261733,6.545340412303917,7.801332165296937e-13,212.7659574458024,1.704300637754316e-14,1107.0483864642276,55555.555555555555
2960,147.9999999999994,9.727837275492899e-09,0.008117706728261995,6.545340444140132,7.801332203242234e-13,212.765957445799,1.7043006460439787e-14,1107.0483864642276,55555.555555555555
2970,148.49999999999952,9.72770339549989e-09,0.008117706728262264,6.5453404759759115,7.801332241187013e-13,212.76595744579558,1.7043006543335298e-14,1107.0483864642276,55555.555555555555
2980,148.99999999999963,9.727570162668765e-09,0.008117706728262529,6.545340507811266,7.801332279131285e-13,212.76595744579217,1.704300662622969e-14,1107.0483864642276,55555.555555555555
2990,149.49999999999974,9.72744188061316e-09,0.008117706728262793,6.545340539646184,7.801332317075037e-13,212.76595744578876,1.7043006709122953e-14,1107.0483864642276,55555.555555555555
3000,149.99999999999986,9.72730800062594e-09,0.008117706728263056,6.545340571480677,7.801332355018282e-13,212.76595744578535,1.7043006792015103e-14,1107.0483864642276,55555.555555555555
3010,150.49999999999997,9.727179071414197e-09,0.00811770672826332,6.545340603314738,7.801332392961011e-13,212.76595744578194,1.7043006874906124e-14,1107.0483864642276,55555.555555555555
3020,151.00000000000009,9.727046744614686e-09,0.008117706728263587,6.545340635148367,7.801332430903227e-13,212.76595744577853,1.704300695779603e-14,1107.0483864642276,55555.555555555555
3030,151.5000000000002,9.726914967903037e-09,0.008117706728263849,6.545340666981572,7.801332468844936e-13,212.76595744577511,1.704300704068482e-14,1107.0483864642276,55555.555555555555
3040,152.0000000000003,9.726781929231451e-09,0.008117706728264116,6.5453406988143445,7.80133250678613e-13,212.7659574457717,1.7043007123572493e-14,1107.0483864642276,55555.555555555555
3050,152.50000000000043,9.726651608633484e-09,0.00811770672826438,6.5453407306466875,7.801332544726813e-13,212.7659574457683,1.7043007206459045e-14,1107.0483864642276,55555.555555555555
3060,153.00000000000054,9.726524167899086e-09,0.008117706728264644,6.545340762478598,7.801332582666979e-13,212.76595744576488,1.704300728934447e-14,1107.0483864642276,55555.555555555555
3070,153.50000000000065,9.726388993605517e-09,0.008117706728264907,6.545340794310084,7.80133262060664e-13,212.76595744576147,1.704300737222879e-14,1107.0483864642276,55555.555555555555
3080,154.00000000000077,9.726260840999001e-09,0.00811770672826517,6.545340826141136,7.801332658545785e-13,212.76595744575806,1.704300745511198e-14,1107.0483864642276,55555.555555555555
3090,154.50000000000088,9.726125116623385e-09,0.00811770672826544,6.545340857971759,7.801332696484416e-13,212.76595744575465,1.704300753799406e-14,1107.0483864642276,55555.555555555555
3100,155.000000000001,9.725996349218765e-09,0.008117706728265702,6.545340889801951,7.801332734422535e-13,212.76595744575124,1.7043007620875008e-14,1107.0483864642276,55555.555555555555
3110,155.5000000000011,9.725862048598824e-09,0.008117706728265967,6.5453409216317135,7.801332772360142e-13,212.76595744574783,1.7043007703754843e-14,1107.0483864642276,55555.555555555555
3120,156.00000000000122,9.725732536964119e-09,0.00811770672826623,6.545340953461049,7.801332810297239e-13,212.76595744574442,1.704300778663356e-14,1107.0483864642276,55555.555555555555
3130,156.50000000000134,9.725601828085503e-09,0.008117706728266495,6.545340985289949,7.801332848233818e-13,212.765957445741,1.704300786951115e-14,1107.0483864642276,55555.555555555555
3140,157.00000000000145,9.725469663099021e-09,0.00811770672826676,6.545341017118421,7.801332886169887e-13,212.7659574457376,1.7043007952387625e-14,1107.0483864642276,55555.555555555555
3150,157.50000000000156,9.725338274706342e-09,0.008117706728267025,6.545341048946463,7.801332924105443e-13,212.7659574457342,1.704300803526298e-14,1107.0483864642276,55555.555555555555
3160,158.00000000000168,9.72520549492181e-09,0.008117706728267289,6.545341080774075,7.801332962040486e-13,212.76595744573078,1.7043008118137213e-14,1107.0483864642276,55555.555555555555
3170,158.5000000000018,9.725075433210736e-09,0.008117706728267553,6.545341112601259,7.801332999975019e-13,212.76595744572737,1.704300820101033e-14,1107.0483864642276,55555.555555555555
3180,159.0000000000019,9.724942038628162e-09,0.00811770672826782,6.54534114442801,7.801333037909036e-13,212.76595744572396,1.7043008283882326e-14,1107.0483864642276,55555.555555555555
3190,159.50000000000202,9.724811362119024e-09,0.008117706728268085,6.545341176254334,7.801333075842545e-13,212.76595744572055,1.7043008366753205e-14,1107.0483864642276,55555.555555555555
